Pincode,Prefr,ABFL,Hero Fincorp,Poonwalla Stpl
508205,Yes,Yes,No,No 
508001,Yes,Yes,No,No 
611108,Yes,Yes,No,No 
611106,Yes,Yes,No,No 
611003,Yes,Yes,No,No 
147006,Yes,Yes,No,No 
403711,Yes,Yes,No,No 
563160,Yes,Yes,No,No 
534350,Yes,Yes,No,No 
639116,Yes,Yes,No,No 
639008,Yes,Yes,No,No 
639007,Yes,Yes,No,No 
639002,Yes,Yes,No,No 
639001,Yes,Yes,No,No 
630003,Yes,Yes,No,No 
630002,Yes,Yes,No,No 
630001,Yes,Yes,No,No 
629901,Yes,Yes,No,No 
629180,Yes,Yes,No,No 
342015,Yes,Yes,No,No 
393110,Yes,Yes,No,No 
151203,Yes,Yes,No,No 
624001,Yes,Yes,No,No 
455001,Yes,Yes,No,No 
535005,Yes,Yes,No,No 
393001,Yes,Yes,No,No 
629801,Yes,Yes,No,No 
629704,Yes,Yes,No,No 
629601,Yes,Yes,No,No 
629502,Yes,Yes,No,No 
629501,Yes,Yes,No,No 
629004,Yes,Yes,No,No 
629003,Yes,Yes,No,No 
629002,Yes,Yes,No,No 
629001,Yes,Yes,No,No 
638012,Yes,Yes,No,No 
403403,No,Yes,No,No 
403204,No,Yes,No,No 
403202,No,Yes,No,No 
403114,No,Yes,No,No 
403108,No,Yes,No,No 
403104,No,Yes,No,No 
403102,No,Yes,No,No 
403006,No,Yes,No,No 
403005,No,Yes,No,No 
403004,No,Yes,No,No 
403723,No,Yes,No,No 
403409,No,Yes,No,No 
403105,No,Yes,No,No 
403107,No,Yes,No,No 
403731,No,Yes,No,No 
403729,No,Yes,No,No 
403720,No,Yes,No,No 
403718,No,Yes,No,No 
403716,No,Yes,No,No 
403715,No,Yes,No,No 
403710,No,Yes,No,No 
403709,No,Yes,No,No 
403703,No,Yes,No,No 
403706,No,Yes,No,No 
403410,No,Yes,No,No 
403404,No,Yes,No,No 
403106,No,Yes,No,No 
403103,No,Yes,No,No 
403527,No,Yes,No,No 
403804,No,Yes,No,No 
152001,No,Yes,No,No 
403728,No,Yes,No,No 
403529,No,Yes,No,No 
403526,No,Yes,No,No 
403524,No,Yes,No,No 
403521,No,Yes,No,No 
403515,No,Yes,No,No 
403511,No,Yes,No,No 
403507,No,Yes,No,No 
403101,No,Yes,No,No 
689103,No,Yes,No,No 
534324,No,Yes,No,No 
531084,No,Yes,No,No 
508244,No,Yes,No,No 
508004,No,Yes,No,No 
508002,No,Yes,No,No 
403806,No,Yes,No,No 
403725,No,Yes,No,No 
403724,No,Yes,No,No 
403722,No,Yes,No,No 
403719,No,Yes,No,No 
403713,No,Yes,No,No 
403705,No,Yes,No,No 
403704,No,Yes,No,No 
403530,No,Yes,No,No 
403523,No,Yes,No,No 
403513,No,Yes,No,No 
403503,No,Yes,No,No 
403502,No,Yes,No,No 
403406,No,Yes,No,No 
403206,No,Yes,No,No 
403109,No,Yes,No,No 
335001,No,Yes,No,No 
152003,No,Yes,No,No 
147103,No,Yes,No,No 
147021,No,Yes,No,No 
140507,No,Yes,No,No 
470002,Yes,No,No,No 
486001,Yes,No,No,No 
508252,Yes,No,No,No 
508213,Yes,No,No,No 
345033,Yes,No,No,No 
796772,No,No,No,No 
689647,No,No,No,No 
689646,No,No,No,No 
689645,No,No,No,No 
689102,No,No,No,No 
689101,No,No,No,No 
676528,No,No,No,No 
676509,No,No,No,No 
676505,No,No,No,No 
676504,No,No,No,No 
643006,No,No,No,No 
643004,No,No,No,No 
643003,No,No,No,No 
643002,No,No,No,No 
623503,No,No,No,No 
581453,No,No,No,No 
486003,No,No,No,No 
345034,No,No,No,No 
345031,No,No,No,No 
345027,No,No,No,No 
345026,No,No,No,No 
345024,No,No,No,No 
345022,No,No,No,No 
175045,No,No,No,No 
122508,No,No,No,No 
122108,No,No,No,No 
843136,No,No,No,No 
824005,No,No,No,No 
824003,No,No,No,No 
824002,No,No,No,No 
824001,No,No,No,No 
799149,No,No,No,No 
799100,No,No,No,No 
451331,Yes,Yes,No,No 
451440,Yes,Yes,No,No 
451335,Yes,Yes,No,No 
451228,Yes,Yes,No,No 
534452,Yes,Yes,No,No 
534442,Yes,Yes,No,No 
534437,Yes,Yes,No,No 
534427,Yes,Yes,No,No 
534416,Yes,Yes,No,No 
534401,Yes,Yes,No,No 
534331,Yes,Yes,No,No 
534330,Yes,Yes,No,No 
534316,Yes,Yes,No,No 
534305,Yes,Yes,No,No 
534301,Yes,Yes,No,No 
534268,Yes,Yes,No,No 
534265,Yes,Yes,No,No 
534243,Yes,Yes,No,No 
534236,Yes,Yes,No,No 
534227,Yes,Yes,No,No 
534210,Yes,Yes,No,No 
534196,Yes,Yes,No,No 
534195,Yes,Yes,No,No 
534186,Yes,Yes,No,No 
534176,Yes,Yes,No,No 
534165,Yes,Yes,No,No 
534156,Yes,Yes,No,No 
534126,Yes,Yes,No,No 
534102,Yes,Yes,No,No 
442307,Yes,Yes,No,No 
442304,Yes,Yes,No,No 
442301,Yes,Yes,No,No 
442202,Yes,Yes,No,No 
442111,Yes,Yes,No,No 
442107,Yes,Yes,No,No 
442003,Yes,Yes,No,No 
534411,Yes,Yes,No,No 
606304,Yes,Yes,No,No 
606103,Yes,Yes,No,No 
535593,Yes,Yes,No,No 
535592,Yes,Yes,No,No 
535591,Yes,Yes,No,No 
535573,Yes,Yes,No,No 
535568,Yes,Yes,No,No 
535558,Yes,Yes,No,No 
535557,Yes,Yes,No,No 
535547,Yes,Yes,No,No 
535546,Yes,Yes,No,No 
535524,Yes,Yes,No,No 
535523,Yes,Yes,No,No 
535522,Yes,Yes,No,No 
535502,Yes,Yes,No,No 
535501,Yes,Yes,No,No 
535463,Yes,Yes,No,No 
535280,Yes,Yes,No,No 
535270,Yes,Yes,No,No 
535250,Yes,Yes,No,No 
535240,Yes,Yes,No,No 
535221,Yes,Yes,No,No 
535218,Yes,Yes,No,No 
535216,Yes,Yes,No,No 
535215,Yes,Yes,No,No 
535214,Yes,Yes,No,No 
535213,Yes,Yes,No,No 
535204,Yes,Yes,No,No 
535161,Yes,Yes,No,No 
535160,Yes,Yes,No,No 
535128,Yes,Yes,No,No 
535126,Yes,Yes,No,No 
535102,Yes,Yes,No,No 
535101,Yes,Yes,No,No 
535004,Yes,Yes,No,No 
535580,Yes,Yes,No,No 
535579,Yes,Yes,No,No 
535578,Yes,Yes,No,No 
535527,Yes,Yes,No,No 
535526,Yes,Yes,No,No 
535525,Yes,Yes,No,No 
535521,Yes,Yes,No,No 
535260,Yes,Yes,No,No 
535220,Yes,Yes,No,No 
535217,Yes,Yes,No,No 
535148,Yes,Yes,No,No 
535124,Yes,Yes,No,No 
531219,Yes,Yes,No,No 
531114,Yes,Yes,No,No 
626136,Yes,Yes,No,No 
626135,Yes,Yes,No,No 
626107,Yes,Yes,No,No 
605601,Yes,Yes,No,No 
605402,Yes,Yes,No,No 
605301,Yes,Yes,No,No 
605202,Yes,Yes,No,No 
604307,Yes,Yes,No,No 
629193,Yes,Yes,No,No 
629179,Yes,Yes,No,No 
629178,Yes,Yes,No,No 
629176,Yes,Yes,No,No 
629172,Yes,Yes,No,No 
629171,Yes,Yes,No,No 
629168,Yes,Yes,No,No 
629165,Yes,Yes,No,No 
629163,Yes,Yes,No,No 
629162,Yes,Yes,No,No 
629160,Yes,Yes,No,No 
629157,Yes,Yes,No,No 
629155,Yes,Yes,No,No 
629154,Yes,Yes,No,No 
629153,Yes,Yes,No,No 
629152,Yes,Yes,No,No 
629101,Yes,Yes,No,No 
534475,Yes,Yes,No,No 
535281,Yes,Yes,No,No 
505302,Yes,Yes,No,No 
532460,Yes,Yes,No,No 
624802,Yes,Yes,No,No 
624801,Yes,Yes,No,No 
624711,Yes,Yes,No,No 
624005,Yes,Yes,No,No 
604406,Yes,Yes,No,No 
604405,Yes,Yes,No,No 
642130,Yes,Yes,No,No 
642125,Yes,Yes,No,No 
642105,Yes,Yes,No,No 
393135,Yes,Yes,No,No 
392130,Yes,Yes,No,No 
385210,Yes,Yes,No,No 
607107,Yes,Yes,No,No 
456770,Yes,Yes,No,No 
456665,Yes,Yes,No,No 
456443,Yes,Yes,No,No 
456441,Yes,Yes,No,No 
456440,Yes,Yes,No,No 
456337,Yes,Yes,No,No 
456313,Yes,Yes,No,No 
456221,Yes,Yes,No,No 
456550,Yes,Yes,No,No 
604601,Yes,Yes,No,No 
628753,Yes,Yes,No,No 
628751,Yes,Yes,No,No 
628229,Yes,Yes,No,No 
621730,Yes,Yes,No,No 
606303,Yes,Yes,No,No 
612105,Yes,Yes,No,No 
612101,Yes,Yes,No,No 
614101,Yes,Yes,No,No 
614001,Yes,Yes,No,No 
612804,Yes,Yes,No,No 
610203,Yes,Yes,No,No 
610107,Yes,Yes,No,No 
614717,Yes,Yes,No,No 
614716,Yes,Yes,No,No 
614715,Yes,Yes,No,No 
614102,Yes,Yes,No,No 
614020,Yes,Yes,No,No 
614016,Yes,Yes,No,No 
614014,Yes,Yes,No,No 
613705,Yes,Yes,No,No 
613701,Yes,Yes,No,No 
612802,Yes,Yes,No,No 
612701,Yes,Yes,No,No 
612610,Yes,Yes,No,No 
612604,Yes,Yes,No,No 
612603,Yes,Yes,No,No 
611101,Yes,Yes,No,No 
610201,Yes,Yes,No,No 
610106,Yes,Yes,No,No 
610104,Yes,Yes,No,No 
610103,Yes,Yes,No,No 
610101,Yes,Yes,No,No 
610003,Yes,Yes,No,No 
609608,Yes,Yes,No,No 
609503,Yes,Yes,No,No 
609502,Yes,Yes,No,No 
609405,Yes,Yes,No,No 
606755,Yes,Yes,No,No 
632317,Yes,Yes,No,No 
606903,Yes,Yes,No,No 
606811,Yes,Yes,No,No 
606752,Yes,Yes,No,No 
606611,Yes,Yes,No,No 
632315,Yes,Yes,No,No 
632314,Yes,Yes,No,No 
606808,Yes,Yes,No,No 
606804,Yes,Yes,No,No 
606754,Yes,Yes,No,No 
604502,Yes,Yes,No,No 
604501,Yes,Yes,No,No 
604408,Yes,Yes,No,No 
623407,Yes,Yes,No,No 
676508,Yes,Yes,No,No 
676501,Yes,Yes,No,No 
630502,Yes,Yes,No,No 
630410,Yes,Yes,No,No 
630309,Yes,Yes,No,No 
630405,Yes,Yes,No,No 
630212,Yes,Yes,No,No 
630208,Yes,Yes,No,No 
630207,Yes,Yes,No,No 
630566,Yes,Yes,No,No 
630203,Yes,Yes,No,No 
627422,Yes,Yes,No,No 
627127,Yes,Yes,No,No 
627119,Yes,Yes,No,No 
622503,Yes,Yes,No,No 
622404,Yes,Yes,No,No 
605803,Yes,Yes,No,No 
605752,Yes,Yes,No,No 
605501,Yes,Yes,No,No 
605109,Yes,Yes,No,No 
604305,Yes,Yes,No,No 
604303,Yes,Yes,No,No 
604210,Yes,Yes,No,No 
604208,Yes,Yes,No,No 
604154,Yes,Yes,No,No 
604153,Yes,Yes,No,No 
629852,Yes,Yes,No,No 
621209,Yes,Yes,No,No 
612502,Yes,Yes,No,No 
612104,Yes,Yes,No,No 
622506,Yes,Yes,No,No 
622422,Yes,Yes,No,No 
614208,Yes,Yes,No,No 
614614,Yes,Yes,No,No 
612402,Yes,Yes,No,No 
609807,Yes,Yes,No,No 
609804,Yes,Yes,No,No 
532212,Yes,Yes,No,No 
532201,Yes,Yes,No,No 
534218,Yes,Yes,No,No 
534215,Yes,Yes,No,No 
534211,Yes,Yes,No,No 
534145,Yes,Yes,No,No 
534101,Yes,Yes,No,No 
534467,Yes,Yes,No,No 
532405,Yes,Yes,No,No 
532401,Yes,Yes,No,No 
532001,Yes,Yes,No,No 
535125,Yes,Yes,No,No 
532474,Yes,Yes,No,No 
532462,Yes,Yes,No,No 
532456,Yes,Yes,No,No 
532432,Yes,Yes,No,No 
532426,Yes,Yes,No,No 
532404,Yes,Yes,No,No 
532292,Yes,Yes,No,No 
532291,Yes,Yes,No,No 
532290,Yes,Yes,No,No 
532264,Yes,Yes,No,No 
532263,Yes,Yes,No,No 
532242,Yes,Yes,No,No 
532221,Yes,Yes,No,No 
532219,Yes,Yes,No,No 
532218,Yes,Yes,No,No 
532216,Yes,Yes,No,No 
532215,Yes,Yes,No,No 
532211,Yes,Yes,No,No 
571234,Yes,Yes,No,No 
174102,Yes,Yes,No,No 
173234,Yes,Yes,No,No 
173222,Yes,Yes,No,No 
173221,Yes,Yes,No,No 
173217,Yes,Yes,No,No 
173215,Yes,Yes,No,No 
173214,Yes,Yes,No,No 
173207,Yes,Yes,No,No 
173202,Yes,Yes,No,No 
630562,Yes,Yes,No,No 
630559,Yes,Yes,No,No 
630558,Yes,Yes,No,No 
630557,Yes,Yes,No,No 
630556,Yes,Yes,No,No 
630555,Yes,Yes,No,No 
630554,Yes,Yes,No,No 
630553,Yes,Yes,No,No 
630552,Yes,Yes,No,No 
630551,Yes,Yes,No,No 
630210,Yes,Yes,No,No 
630606,Yes,Yes,No,No 
630411,Yes,Yes,No,No 
630312,Yes,Yes,No,No 
630307,Yes,Yes,No,No 
630211,Yes,Yes,No,No 
630205,Yes,Yes,No,No 
630204,Yes,Yes,No,No 
125055,Yes,Yes,No,No 
125102,Yes,Yes,No,No 
125076,Yes,Yes,No,No 
125058,Yes,Yes,No,No 
125054,Yes,Yes,No,No 
307511,Yes,Yes,No,No 
630501,Yes,Yes,No,No 
532168,Yes,Yes,No,No 
562105,Yes,Yes,No,No 
480882,Yes,Yes,No,No 
480771,Yes,Yes,No,No 
480667,Yes,Yes,No,No 
480661,Yes,Yes,No,No 
442105,Yes,Yes,No,No 
442104,Yes,Yes,No,No 
466115,Yes,Yes,No,No 
466113,Yes,Yes,No,No 
466111,Yes,Yes,No,No 
532443,Yes,Yes,No,No 
532458,Yes,Yes,No,No 
532190,Yes,Yes,No,No 
532427,Yes,Yes,No,No 
385360,Yes,Yes,No,No 
385350,Yes,Yes,No,No 
532195,Yes,Yes,No,No 
148035,Yes,Yes,No,No 
148034,Yes,Yes,No,No 
148031,Yes,Yes,No,No 
148029,Yes,Yes,No,No 
148028,Yes,Yes,No,No 
148026,Yes,Yes,No,No 
148025,Yes,Yes,No,No 
148022,Yes,Yes,No,No 
148017,Yes,Yes,No,No 
148002,Yes,Yes,No,No 
148001,Yes,Yes,No,No 
148033,Yes,Yes,No,No 
148030,Yes,Yes,No,No 
442305,Yes,Yes,No,No 
442102,Yes,Yes,No,No 
147202,Yes,Yes,No,No 
147105,Yes,Yes,No,No 
470221,Yes,Yes,No,No 
470125,Yes,Yes,No,No 
470120,Yes,Yes,No,No 
470119,Yes,Yes,No,No 
470051,Yes,Yes,No,No 
470669,Yes,Yes,No,No 
470228,Yes,Yes,No,No 
470021,Yes,Yes,No,No 
383460,Yes,Yes,No,No 
383450,Yes,Yes,No,No 
383434,Yes,Yes,No,No 
383430,Yes,Yes,No,No 
383421,Yes,Yes,No,No 
383410,Yes,Yes,No,No 
383355,Yes,Yes,No,No 
383350,Yes,Yes,No,No 
383345,Yes,Yes,No,No 
383340,Yes,Yes,No,No 
383335,Yes,Yes,No,No 
383330,Yes,Yes,No,No 
383320,Yes,Yes,No,No 
383317,Yes,Yes,No,No 
383316,Yes,Yes,No,No 
383315,Yes,Yes,No,No 
383310,Yes,Yes,No,No 
383305,Yes,Yes,No,No 
383276,Yes,Yes,No,No 
383275,Yes,Yes,No,No 
383270,Yes,Yes,No,No 
383260,Yes,Yes,No,No 
383255,Yes,Yes,No,No 
383251,Yes,Yes,No,No 
383250,Yes,Yes,No,No 
383246,Yes,Yes,No,No 
383245,Yes,Yes,No,No 
383235,Yes,Yes,No,No 
383230,Yes,Yes,No,No 
383225,Yes,Yes,No,No 
383220,Yes,Yes,No,No 
383205,Yes,Yes,No,No 
383120,Yes,Yes,No,No 
383110,Yes,Yes,No,No 
383030,Yes,Yes,No,No 
383010,Yes,Yes,No,No 
383462,Yes,Yes,No,No 
383240,Yes,Yes,No,No 
383006,Yes,Yes,No,No 
534003,Yes,Yes,No,No 
532123,Yes,Yes,No,No 
532122,Yes,Yes,No,No 
125051,Yes,Yes,No,No 
532409,Yes,Yes,No,No 
623308,Yes,Yes,No,No 
465697,Yes,Yes,No,No 
533296,Yes,Yes,No,No 
464551,Yes,Yes,No,No 
532440,Yes,Yes,No,No 
622409,Yes,Yes,No,No 
383215,Yes,Yes,No,No 
383210,Yes,Yes,No,No 
532402,Yes,Yes,No,No 
607403,Yes,Yes,No,No 
632326,Yes,Yes,No,No 
606906,Yes,Yes,No,No 
606803,Yes,Yes,No,No 
606751,Yes,Yes,No,No 
532430,Yes,Yes,No,No 
532429,Yes,Yes,No,No 
534267,Yes,Yes,No,No 
614804,Yes,Yes,No,No 
614723,Yes,Yes,No,No 
614628,Yes,Yes,No,No 
534329,Yes,Yes,No,No 
621708,Yes,Yes,No,No 
621220,Yes,Yes,No,No 
621133,Yes,Yes,No,No 
621104,Yes,Yes,No,No 
534166,Yes,Yes,No,No 
534146,Yes,Yes,No,No 
636811,Yes,Yes,No,No 
636809,Yes,Yes,No,No 
147101,Yes,Yes,No,No 
532213,Yes,Yes,No,No 
691556,Yes,Yes,No,No 
691553,Yes,Yes,No,No 
689626,Yes,Yes,No,No 
689594,Yes,Yes,No,No 
689581,Yes,Yes,No,No 
689112,Yes,Yes,No,No 
689110,Yes,Yes,No,No 
689108,Yes,Yes,No,No 
636905,Yes,Yes,No,No 
636904,Yes,Yes,No,No 
635303,Yes,Yes,No,No 
132122,Yes,Yes,No,No 
389250,Yes,Yes,No,No 
532222,Yes,Yes,No,No 
532220,Yes,Yes,No,No 
532243,Yes,Yes,No,No 
385001,Yes,Yes,No,No 
822110,Yes,Yes,No,No 
822101,Yes,Yes,No,No 
534260,Yes,Yes,No,No 
636806,Yes,Yes,No,No 
534328,Yes,Yes,No,No 
534327,Yes,Yes,No,No 
534320,Yes,Yes,No,No 
534281,Yes,Yes,No,No 
534280,Yes,Yes,No,No 
534250,Yes,Yes,No,No 
534247,Yes,Yes,No,No 
534245,Yes,Yes,No,No 
534238,Yes,Yes,No,No 
534237,Yes,Yes,No,No 
534235,Yes,Yes,No,No 
534222,Yes,Yes,No,No 
534217,Yes,Yes,No,No 
534216,Yes,Yes,No,No 
534209,Yes,Yes,No,No 
534208,Yes,Yes,No,No 
534207,Yes,Yes,No,No 
534206,Yes,Yes,No,No 
534204,Yes,Yes,No,No 
534202,Yes,Yes,No,No 
534199,Yes,Yes,No,No 
534124,Yes,Yes,No,No 
534122,Yes,Yes,No,No 
636812,Yes,Yes,No,No 
614625,Yes,Yes,No,No 
503110,Yes,Yes,No,No 
503102,Yes,Yes,No,No 
643201,Yes,Yes,No,No 
609604,Yes,Yes,No,No 
458441,Yes,Yes,No,No 
531116,Yes,Yes,No,No 
531087,Yes,Yes,No,No 
531085,Yes,Yes,No,No 
532421,Yes,Yes,No,No 
534111,Yes,Yes,No,No 
534112,Yes,Yes,No,No 
508377,Yes,Yes,No,No 
508374,Yes,Yes,No,No 
508373,Yes,Yes,No,No 
508355,Yes,Yes,No,No 
508266,Yes,Yes,No,No 
508258,Yes,Yes,No,No 
508257,Yes,Yes,No,No 
508256,Yes,Yes,No,No 
508254,Yes,Yes,No,No 
508253,Yes,Yes,No,No 
508250,Yes,Yes,No,No 
508248,Yes,Yes,No,No 
508217,Yes,Yes,No,No 
508211,Yes,Yes,No,No 
508210,Yes,Yes,No,No 
508207,Yes,Yes,No,No 
508206,Yes,Yes,No,No 
508202,Yes,Yes,No,No 
508114,Yes,Yes,No,No 
611111,Yes,Yes,No,No 
609504,Yes,Yes,No,No 
614712,Yes,Yes,No,No 
614711,Yes,Yes,No,No 
612201,Yes,Yes,No,No 
611109,Yes,Yes,No,No 
611105,Yes,Yes,No,No 
611103,Yes,Yes,No,No 
610204,Yes,Yes,No,No 
609810,Yes,Yes,No,No 
609803,Yes,Yes,No,No 
609802,Yes,Yes,No,No 
609704,Yes,Yes,No,No 
609703,Yes,Yes,No,No 
609701,Yes,Yes,No,No 
609404,Yes,Yes,No,No 
609402,Yes,Yes,No,No 
609401,Yes,Yes,No,No 
609314,Yes,Yes,No,No 
609306,Yes,Yes,No,No 
609305,Yes,Yes,No,No 
609304,Yes,Yes,No,No 
609302,Yes,Yes,No,No 
609203,Yes,Yes,No,No 
609202,Yes,Yes,No,No 
609201,Yes,Yes,No,No 
609118,Yes,Yes,No,No 
609117,Yes,Yes,No,No 
609116,Yes,Yes,No,No 
609115,Yes,Yes,No,No 
609111,Yes,Yes,No,No 
609108,Yes,Yes,No,No 
609106,Yes,Yes,No,No 
609105,Yes,Yes,No,No 
609104,Yes,Yes,No,No 
609003,Yes,Yes,No,No 
609001,Yes,Yes,No,No 
571448,Yes,Yes,No,No 
147201,Yes,Yes,No,No 
476001,Yes,Yes,No,No 
231001,Yes,Yes,No,No 
281123,Yes,Yes,No,No 
621312,Yes,Yes,No,No 
621305,Yes,Yes,No,No 
621308,Yes,Yes,No,No 
630612,Yes,Yes,No,No 
630610,Yes,Yes,No,No 
630609,Yes,Yes,No,No 
630602,Yes,Yes,No,No 
563130,Yes,Yes,No,No 
676541,Yes,Yes,No,No 
626161,Yes,Yes,No,No 
389235,Yes,Yes,No,No 
621722,Yes,Yes,No,No 
621702,Yes,Yes,No,No 
621653,Yes,Yes,No,No 
534451,Yes,Yes,No,No 
612106,Yes,Yes,No,No 
639120,Yes,Yes,No,No 
639119,Yes,Yes,No,No 
639110,Yes,Yes,No,No 
639104,Yes,Yes,No,No 
621311,Yes,Yes,No,No 
621313,Yes,Yes,No,No 
621301,Yes,Yes,No,No 
639105,Yes,Yes,No,No 
639102,Yes,Yes,No,No 
635202,Yes,Yes,No,No 
534312,Yes,Yes,No,No 
534340,Yes,Yes,No,No 
532459,Yes,Yes,No,No 
532457,Yes,Yes,No,No 
535183,Yes,Yes,No,No 
691552,Yes,Yes,No,No 
691527,Yes,Yes,No,No 
563162,Yes,Yes,No,No 
563139,Yes,Yes,No,No 
563138,Yes,Yes,No,No 
563137,Yes,Yes,No,No 
563135,Yes,Yes,No,No 
563134,Yes,Yes,No,No 
563133,Yes,Yes,No,No 
563132,Yes,Yes,No,No 
563131,Yes,Yes,No,No 
563129,Yes,Yes,No,No 
563128,Yes,Yes,No,No 
563127,Yes,Yes,No,No 
563126,Yes,Yes,No,No 
563122,Yes,Yes,No,No 
563121,Yes,Yes,No,No 
563120,Yes,Yes,No,No 
563119,Yes,Yes,No,No 
563118,Yes,Yes,No,No 
563117,Yes,Yes,No,No 
563116,Yes,Yes,No,No 
563114,Yes,Yes,No,No 
563113,Yes,Yes,No,No 
563101,Yes,Yes,No,No 
562103,Yes,Yes,No,No 
562102,Yes,Yes,No,No 
561213,Yes,Yes,No,No 
561211,Yes,Yes,No,No 
561209,Yes,Yes,No,No 
624101,Yes,Yes,No,No 
305817,Yes,Yes,No,No 
456335,Yes,Yes,No,No 
456331,Yes,Yes,No,No 
456224,Yes,Yes,No,No 
532322,Yes,Yes,No,No 
608306,Yes,Yes,No,No 
608305,Yes,Yes,No,No 
608304,Yes,Yes,No,No 
483504,Yes,Yes,No,No 
639118,Yes,Yes,No,No 
639117,Yes,Yes,No,No 
639113,Yes,Yes,No,No 
639108,Yes,Yes,No,No 
639005,Yes,Yes,No,No 
639003,Yes,Yes,No,No 
393105,Yes,Yes,No,No 
505514,Yes,Yes,No,No 
505502,Yes,Yes,No,No 
505501,Yes,Yes,No,No 
505480,Yes,Yes,No,No 
505472,Yes,Yes,No,No 
505452,Yes,Yes,No,No 
505403,Yes,Yes,No,No 
505210,Yes,Yes,No,No 
505187,Yes,Yes,No,No 
505174,Yes,Yes,No,No 
505162,Yes,Yes,No,No 
442203,Yes,Yes,No,No 
630108,Yes,Yes,No,No 
630107,Yes,Yes,No,No 
630206,Yes,Yes,No,No 
630106,Yes,Yes,No,No 
630202,Yes,Yes,No,No 
630105,Yes,Yes,No,No 
630104,Yes,Yes,No,No 
630103,Yes,Yes,No,No 
630102,Yes,Yes,No,No 
630101,Yes,Yes,No,No 
609609,Yes,Yes,No,No 
609607,Yes,Yes,No,No 
609601,Yes,Yes,No,No 
609606,Yes,Yes,No,No 
629402,Yes,Yes,No,No 
629173,Yes,Yes,No,No 
629403,Yes,Yes,No,No 
629302,Yes,Yes,No,No 
629170,Yes,Yes,No,No 
629166,Yes,Yes,No,No 
629156,Yes,Yes,No,No 
670353,Yes,Yes,No,No 
670310,Yes,Yes,No,No 
534311,Yes,Yes,No,No 
534449,Yes,Yes,No,No 
503101,Yes,Yes,No,No 
629810,Yes,Yes,No,No 
629809,Yes,Yes,No,No 
629804,Yes,Yes,No,No 
629803,Yes,Yes,No,No 
629802,Yes,Yes,No,No 
629252,Yes,Yes,No,No 
629251,Yes,Yes,No,No 
629204,Yes,Yes,No,No 
629203,Yes,Yes,No,No 
629202,Yes,Yes,No,No 
629177,Yes,Yes,No,No 
629175,Yes,Yes,No,No 
629174,Yes,Yes,No,No 
629169,Yes,Yes,No,No 
629167,Yes,Yes,No,No 
629164,Yes,Yes,No,No 
629159,Yes,Yes,No,No 
629158,Yes,Yes,No,No 
629151,Yes,Yes,No,No 
629102,Yes,Yes,No,No 
333704,Yes,Yes,No,No 
333308,Yes,Yes,No,No 
333042,Yes,Yes,No,No 
333033,Yes,Yes,No,No 
333027,Yes,Yes,No,No 
393120,Yes,Yes,No,No 
457882,Yes,Yes,No,No 
534456,Yes,Yes,No,No 
831005,Yes,Yes,No,No 
392180,Yes,Yes,No,No 
392150,Yes,Yes,No,No 
392040,Yes,Yes,No,No 
532425,Yes,Yes,No,No 
494001,Yes,Yes,No,No 
630713,Yes,Yes,No,No 
630710,Yes,Yes,No,No 
630709,Yes,Yes,No,No 
532312,Yes,Yes,No,No 
125113,Yes,Yes,No,No 
125052,Yes,Yes,No,No 
383001,Yes,Yes,No,No 
204213,Yes,Yes,No,No 
204102,Yes,Yes,No,No 
461441,Yes,Yes,No,No 
393030,Yes,Yes,No,No 
392012,Yes,Yes,No,No 
534450,Yes,Yes,No,No 
534318,Yes,Yes,No,No 
477117,Yes,Yes,No,No 
477116,Yes,Yes,No,No 
604201,Yes,Yes,No,No 
604152,Yes,Yes,No,No 
561206,Yes,Yes,No,No 
532406,Yes,Yes,No,No 
335062,Yes,Yes,No,No 
335041,Yes,Yes,No,No 
335038,Yes,Yes,No,No 
534197,Yes,Yes,No,No 
534198,Yes,Yes,No,No 
442605,Yes,Yes,No,No 
441208,Yes,Yes,No,No 
441207,Yes,Yes,No,No 
442710,Yes,Yes,No,No 
442709,Yes,Yes,No,No 
442705,Yes,Yes,No,No 
442704,Yes,Yes,No,No 
442703,Yes,Yes,No,No 
442606,Yes,Yes,No,No 
442604,Yes,Yes,No,No 
442504,Yes,Yes,No,No 
441217,Yes,Yes,No,No 
441209,Yes,Yes,No,No 
147104,Yes,Yes,No,No 
125050,Yes,Yes,No,No 
151209,Yes,Yes,No,No 
151207,Yes,Yes,No,No 
532410,Yes,Yes,No,No 
532408,Yes,Yes,No,No 
534432,Yes,Yes,No,No 
534007,Yes,Yes,No,No 
534006,Yes,Yes,No,No 
534005,Yes,Yes,No,No 
534004,Yes,Yes,No,No 
534002,Yes,Yes,No,No 
534001,Yes,Yes,No,No 
534315,Yes,Yes,No,No 
534426,Yes,Yes,No,No 
624712,Yes,Yes,No,No 
624710,Yes,Yes,No,No 
624709,Yes,Yes,No,No 
624708,Yes,Yes,No,No 
624705,Yes,Yes,No,No 
624702,Yes,Yes,No,No 
624622,Yes,Yes,No,No 
624621,Yes,Yes,No,No 
624620,Yes,Yes,No,No 
624619,Yes,Yes,No,No 
624618,Yes,Yes,No,No 
624616,Yes,Yes,No,No 
624613,Yes,Yes,No,No 
624610,Yes,Yes,No,No 
624308,Yes,Yes,No,No 
624306,Yes,Yes,No,No 
624304,Yes,Yes,No,No 
624303,Yes,Yes,No,No 
